,Wall time,Step,Value,relative
0,1513521065.4189427,0,0.750407874584198,0.0
1,1513521104.8605134,1,0.7576892971992493,0.010955991877449884
2,1513521144.0819805,2,0.765272855758667,0.021850843826929728
3,1513521183.4188967,3,0.7835216522216797,0.03277776499589284
4,1513521222.6210134,4,0.7855459451675415,0.043667241864734224
5,1513521262.097413,5,0.79183030128479,0.054632908436987135
6,1513521301.87387,6,0.7900779247283936,0.06568192422389985
7,1513521341.2515259,7,0.7992628216743469,0.07662016199694739
8,1513521380.9253135,8,0.8028279542922974,0.08764065855079227
9,1513521420.2529798,9,0.7890809178352356,0.09856501029597388
10,1513521459.4715528,10,0.8039156198501587,0.10945905837747785
11,1513521499.117348,11,0.8051846027374268,0.12047177924050226
12,1513521538.6248374,12,0.8100187182426453,0.13144608186350928
13,1513521578.3519735,13,0.7989304661750793,0.142481397456593
14,1513521618.3834233,14,0.8051241636276245,0.1536012446218067
15,1513521658.117742,15,0.8096259832382202,0.16463855538103317
16,1513521697.9481242,16,0.8055169582366943,0.17570255041122437
17,1513521737.4135096,17,0.8158801198005676,0.18666515747706094
18,1513521776.9191349,18,0.8168167471885681,0.19763894226815965
19,1513521816.4429872,19,0.8150945901870728,0.2086177901426951
20,1513521855.7839904,20,0.815970778465271,0.21954584658145904
21,1513521895.2999856,21,0.8133422136306763,0.23052251193258497
22,1513521934.8650894,22,0.8136141300201416,0.24151281853516895
23,1513521974.3041806,23,0.8189316391944885,0.2524681216478348
24,1513522013.9324102,24,0.8120732307434082,0.2634759632084105
25,1513522053.4596872,25,0.8189618587493896,0.27445576237307656
26,1513522093.07831,26,0.8181461095809937,0.28546093536747824
27,1513522133.599468,27,0.8188108205795288,0.2967168125841353
28,1513522176.2246075,28,0.8203516602516174,0.30855712910493216
29,1513522217.0495956,29,0.8201704025268555,0.31989740358458624
30,1513522256.5919487,30,0.8219832181930542,0.3308813905715942
31,1513522296.0277061,31,0.8206537961959839,0.3418357676267624
32,1513522335.4607437,32,0.8217113018035889,0.35278938915994434
33,1513522374.8562965,33,0.8199891448020935,0.36373259829150306
34,1513522414.1204453,34,0.8216206431388855,0.37463930626710257
35,1513522453.6189206,35,0.8227083086967468,0.38561110496520995
36,1513522493.0318832,36,0.8135839104652405,0.39655915015273624
37,1513522532.547224,37,0.8216508626937866,0.4075356337096956
38,1513522572.1901402,38,0.8232521414756775,0.41854755487706924
39,1513522611.5897293,39,0.825639009475708,0.4294918851719962
40,1513522650.9811914,40,0.8241585493087769,0.440433957974116
41,1513522690.4575126,41,0.8231615424156189,0.45139960275755986
42,1513522729.8068542,42,0.8234938383102417,0.4623299754328198
43,1513522769.3548062,43,0.8250045180320741,0.4733155176374647
44,1513522809.0653944,44,0.8245513439178467,0.4843462365865707
45,1513522848.614928,45,0.8250347375869751,0.49533221814367506
46,1513522888.0480244,46,0.8237959742546082,0.5062858560350206
47,1513522927.5848913,47,0.8248836994171143,0.5172683190637165
48,1513522967.2255793,48,0.8257296681404114,0.5282796212699679
49,1513523006.7490964,49,0.8243398666381836,0.5392583760288027
50,1513523046.00929,50,0.8220134377479553,0.5501639853583442
51,1513523085.6091945,51,0.826877772808075,0.5611639588409
52,1513523125.0624144,52,0.8241585493087769,0.5721231865882873
53,1513523164.5411766,53,0.8255483508110046,0.5830895094076792
54,1513523203.9659688,54,0.8248836994171143,0.594040840599272
55,1513523243.4962926,55,0.8243096470832825,0.6050214860836665
56,1513523282.7810225,56,0.824823260307312,0.6159339110718833
57,1513523322.1077847,57,0.8260921835899353,0.6268580116828283
58,1513523361.4000454,58,0.8266360759735107,0.6377725285291672
59,1513523400.919935,59,0.8264245390892029,0.6487502756383684
60,1513523440.0434835,60,0.8242794275283813,0.6596179280016158
61,1513523479.4226432,61,0.8273007273674011,0.6705565834707684
62,1513523518.576937,62,0.8266058564186096,0.6814327761862013
63,1513523557.7707276,63,0.8252159953117371,0.6923199402623706
64,1513523597.1676016,64,0.8241585493087769,0.7032635163598591
65,1513523636.659882,65,0.8276028633117676,0.7142335942718718
66,1513523675.9435966,66,0.8274820446968079,0.7251457371976641
67,1513523714.9514806,67,0.8240075111389159,0.7359812605381012
68,1513523754.2612648,68,0.8278747797012329,0.7469006450308694
69,1513523793.4776864,69,0.8254879713058472,0.7577940954764684
70,1513523832.6867092,70,0.8240377306938171,0.7686854906876882
71,1513523872.149649,71,0.8267266750335693,0.7796474183930291
72,1513523911.2416275,72,0.8247930407524109,0.7905063013235728
73,1513523950.2940755,73,0.8260318040847778,0.8013542035553191
74,1513523989.5130837,74,0.8267871141433716,0.8122483725017972
75,1513524023.7609992,75,0.8272101283073425,0.8217616823646757
76,1513524051.4791028,76,0.8254275321960449,0.829461155600018
77,1513524078.3951852,77,0.8254275321960449,0.8369378451506296
78,1513524106.0734491,78,0.8274820446968079,0.8446262517902586
79,1513524133.1153,79,0.8204725384712219,0.8521378770139483
80,1513524160.82796,80,0.8267266750335693,0.8598358381456799
81,1513524187.7688105,81,0.8259713649749756,0.8673194077279832
82,1513524215.0090175,82,0.826877772808075,0.8748861318826675
83,1513524242.1725807,83,0.8272402882575989,0.882431566119194
84,1513524269.8900535,84,0.8273309469223022,0.8901308641168806
85,1513524296.9547653,85,0.826877772808075,0.8976488396194247
86,1513524324.7884438,86,0.8289322853088379,0.905380416976081
87,1513524351.9358904,87,0.8275122642517091,0.9129213743739658
88,1513524379.6478393,88,0.8269985914230347,0.9206191379494137
89,1513524406.7430196,89,0.8254275321960449,0.9281455769141516
90,1513524434.6537795,90,0.8234032392501831,0.935898565782441
91,1513524461.9200158,91,0.8282977938652039,0.9434725203116735
92,1513524489.7205565,92,0.825639009475708,0.9511948927243551
