Rdzenie procesora,Przyspieszenie
2867,9.9687065,
2868,9.9687174,
2869,9.9687283,
2870,9.9687391,
2871,9.9687500,
2872,9.9687608,
2873,9.9687717,
2874,9.9687825,
2875,9.9687933,
2876,9.9688042,
2877,9.9688150,
2878,9.9688258,
2879,9.9688366,
2880,9.9688474,
2881,9.9688581,
2882,9.9688689,
2883,9.9688797,
2884,9.9688904,
2885,9.9689012,
2886,9.9689119,
2887,9.9689227,
2888,9.9689334,
2889,9.9689441,
2890,9.9689548,
2891,9.9689655,
2892,9.9689762,
2893,9.9689869,
2894,9.9689976,
2895,9.9690083,
2896,9.9690189,
2897,9.9690296,
2898,9.9690402,
2899,9.9690509,
2900,9.9690615,
2901,9.9690722,
2902,9.9690828,
2903,9.9690934,
2904,9.9691040,
2905,9.9691146,
2906,9.9691252,
2907,9.9691358,
2908,9.9691464,
2909,9.9691570,
2910,9.9691675,
2911,9.9691781,
2912,9.9691886,
2913,9.9691992,
2914,9.9692097,
2915,9.9692202,
2916,9.9692308,
2917,9.9692413,
2918,9.9692518,
2919,9.9692623,
2920,9.9692728,
2921,9.9692833,
2922,9.9692938,
2923,9.9693042,
2924,9.9693147,
2925,9.9693252,
2926,9.9693356,
2927,9.9693460,
2928,9.9693565,
2929,9.9693669,
2930,9.9693773,
2931,9.9693878,
2932,9.9693982,
2933,9.9694086,
2934,9.9694190,
2935,9.9694293,
2936,9.9694397,
2937,9.9694501,
2938,9.9694605,
2939,9.9694708,
2940,9.9694812,
2941,9.9694915,
2942,9.9695019,
2943,9.9695122,
2944,9.9695225,
2945,9.9695328,
2946,9.9695431,
2947,9.9695535,
2948,9.9695637,
2949,9.9695740,
2950,9.9695843,
2951,9.9695946,
2952,9.9696049,
2953,9.9696151,
2954,9.9696254,
2955,9.9696356,
2956,9.9696459,
2957,9.9696561,
2958,9.9696663,
2959,9.9696765,
2960,9.9696868,
2961,9.9696970,
2962,9.9697072,
2963,9.9697174,
2964,9.9697275,
2965,9.9697377,
2966,9.9697479,
2967,9.9697581,
2968,9.9697682,
2969,9.9697784,
2970,9.9697885,
2971,9.9697987,
2972,9.9698088,
2973,9.9698189,
2974,9.9698290,
2975,9.9698391,
2976,9.9698492,
2977,9.9698593,
2978,9.9698694,
2979,9.9698795,
2980,9.9698896,
2981,9.9698997,
2982,9.9699097,
2983,9.9699198,
2984,9.9699298,
2985,9.9699399,
2986,9.9699499,
2987,9.9699599,
2988,9.9699700,
2989,9.9699800,
2990,9.9699900,
2991,9.9700000,
2992,9.9700100,
2993,9.9700200,
2994,9.9700300,
2995,9.9700399,
2996,9.9700499,
2997,9.9700599,
2998,9.9700698,
2999,9.9700798,
3000,9.9700897,
3001,9.9700997,
3002,9.9701096,
3003,9.9701195,
3004,9.9701294,
3005,9.9701393,
3006,9.9701493,
3007,9.9701592,
3008,9.9701690,
3009,9.9701789,
3010,9.9701888,
3011,9.9701987,
3012,9.9702085,
3013,9.9702184,
3014,9.9702283,
3015,9.9702381,
3016,9.9702479,
3017,9.9702578,
3018,9.9702676,
3019,9.9702774,
3020,9.9702872,
3021,9.9702970,
3022,9.9703068,
3023,9.9703166,
3024,9.9703264,
3025,9.9703362,
3026,9.9703460,
3027,9.9703557,
3028,9.9703655,
3029,9.9703752,
3030,9.9703850,
3031,9.9703947,
3032,9.9704045,
3033,9.9704142,
3034,9.9704239,
3035,9.9704336,
3036,9.9704433,
3037,9.9704531,
3038,9.9704628,
3039,9.9704724,
3040,9.9704821,
3041,9.9704918,
3042,9.9705015,
3043,9.9705111,
3044,9.9705208,
3045,9.9705305,
3046,9.9705401,
3047,9.9705497,
3048,9.9705594,
3049,9.9705690,
3050,9.9705786,
3051,9.9705882,
3052,9.9705978,
3053,9.9706074,
3054,9.9706170,
3055,9.9706266,
3056,9.9706362,
3057,9.9706458,
3058,9.9706554,
3059,9.9706649,
3060,9.9706745,
3061,9.9706840,
3062,9.9706936,
3063,9.9707031,
3064,9.9707127,
3065,9.9707222,
3066,9.9707317,
3067,9.9707412,
3068,9.9707507,
3069,9.9707602,
3070,9.9707697,
3071,9.9707792,
3072,9.9707887,
3073,9.9707982,
3074,9.9708077,
3075,9.9708171,
3076,9.9708266,
3077,9.9708360,
3078,9.9708455,
3079,9.9708549,
3080,9.9708644,
3081,9.9708738,
3082,9.9708832,
3083,9.9708926,
3084,9.9709020,
3085,9.9709114,
3086,9.9709208,
3087,9.9709302,
3088,9.9709396,
3089,9.9709490,
3090,9.9709584,
3091,9.9709677,
3092,9.9709771,
3093,9.9709865,
3094,9.9709958,
3095,9.9710052,
3096,9.9710145,
3097,9.9710238,
3098,9.9710332,
3099,9.9710425,
3100,9.9710518,
3101,9.9710611,
3102,9.9710704,
3103,9.9710797,
3104,9.9710890,
3105,9.9710983,
3106,9.9711075,
3107,9.9711168,
3108,9.9711261,
3109,9.9711353,
3110,9.9711446,
3111,9.9711538,
3112,9.9711631,
3113,9.9711723,
3114,9.9711816,
3115,9.9711908,
3116,9.9712000,
3117,9.9712092,
3118,9.9712184,
3119,9.9712276,
3120,9.9712368,
3121,9.9712460,
3122,9.9712552,
3123,9.9712644,
3124,9.9712735,
3125,9.9712827,
3126,9.9712919,
3127,9.9713010,
3128,9.9713102,
3129,9.9713193,
3130,9.9713284,
3131,9.9713376,
3132,9.9713467,
3133,9.9713558,
3134,9.9713649,
3135,9.9713740,
3136,9.9713831,
3137,9.9713922,
3138,9.9714013,
3139,9.9714104,
3140,9.9714195,
3141,9.9714286,
3142,9.9714376,
3143,9.9714467,
3144,9.9714558,
3145,9.9714648,
3146,9.9714739,
3147,9.9714829,
3148,9.9714919,
3149,9.9715009,
3150,9.9715100,
3151,9.9715190,
3152,9.9715280,
3153,9.9715370,
3154,9.9715460,
3155,9.9715550,
3156,9.9715640,
3157,9.9715730,
3158,9.9715819,
3159,9.9715909,
3160,9.9715999,
3161,9.9716088,
3162,9.9716178,
3163,9.9716267,
3164,9.9716357,
3165,9.9716446,
3166,9.9716535,
3167,9.9716625,
3168,9.9716714,
3169,9.9716803,
3170,9.9716892,
3171,9.9716981,
3172,9.9717070,
3173,9.9717159,
3174,9.9717248,
3175,9.9717337,
3176,9.9717425,
3177,9.9717514,
3178,9.9717603,
3179,9.9717691,
3180,9.9717780,
3181,9.9717868,
3182,9.9717957,
3183,9.9718045,
3184,9.9718133,
3185,9.9718222,
3186,9.9718310,
3187,9.9718398,
3188,9.9718486,
3189,9.9718574,
3190,9.9718662,
3191,9.9718750,
3192,9.9718838,
3193,9.9718926,
3194,9.9719013,
3195,9.9719101,
3196,9.9719189,
3197,9.9719276,
3198,9.9719364,
3199,9.9719451,
3200,9.9719539,
3201,9.9719626,
3202,9.9719713,
3203,9.9719801,
3204,9.9719888,
3205,9.9719975,
3206,9.9720062,
3207,9.9720149,
3208,9.9720236,
3209,9.9720323,
3210,9.9720410,
3211,9.9720497,
3212,9.9720584,
3213,9.9720670,
3214,9.9720757,
3215,9.9720844,
3216,9.9720930,
3217,9.9721017,
3218,9.9721103,
3219,9.9721190,
3220,9.9721276,
3221,9.9721362,
3222,9.9721448,
3223,9.9721535,
3224,9.9721621,
3225,9.9721707,
3226,9.9721793,
3227,9.9721879,
3228,9.9721965,
3229,9.9722051,
3230,9.9722136,
3231,9.9722222,
3232,9.9722308,
3233,9.9722394,
3234,9.9722479,
3235,9.9722565,
3236,9.9722650,
3237,9.9722736,
3238,9.9722821,
3239,9.9722906,
3240,9.9722992,
3241,9.9723077,
3242,9.9723162,
3243,9.9723247,
3244,9.9723332,
3245,9.9723417,
3246,9.9723502,
3247,9.9723587,
3248,9.9723672,
3249,9.9723757,
3250,9.9723842,
3251,9.9723926,
3252,9.9724011,
3253,9.9724096,
3254,9.9724180,
3255,9.9724265,
3256,9.9724349,
3257,9.9724434,
3258,9.9724518,
3259,9.9724602,
3260,9.9724686,
3261,9.9724771,
3262,9.9724855,
3263,9.9724939,
3264,9.9725023,
3265,9.9725107,
3266,9.9725191,
3267,9.9725275,
3268,9.9725359,
3269,9.9725442,
3270,9.9725526,
3271,9.9725610,
3272,9.9725693,
3273,9.9725777,
3274,9.9725860,
3275,9.9725944,
3276,9.9726027,
3277,9.9726111,
3278,9.9726194,
3279,9.9726277,
3280,9.9726361,
3281,9.9726444,
3282,9.9726527,
3283,9.9726610,
3284,9.9726693,
3285,9.9726776,
3286,9.9726859,
3287,9.9726942,
3288,9.9727025,
3289,9.9727107,
3290,9.9727190,
3291,9.9727273,
3292,9.9727355,
3293,9.9727438,
3294,9.9727520,
3295,9.9727603,
3296,9.9727685,
3297,9.9727768,
3298,9.9727850,
3299,9.9727932,
3300,9.9728015,
3301,9.9728097,
3302,9.9728179,
3303,9.9728261,
3304,9.9728343,
3305,9.9728425,
3306,9.9728507,
3307,9.9728589,
3308,9.9728670,
3309,9.9728752,
3310,9.9728834,
3311,9.9728916,
3312,9.9728997,
3313,9.9729079,
3314,9.9729160,
3315,9.9729242,
3316,9.9729323,
3317,9.9729405,
3318,9.9729486,
3319,9.9729567,
3320,9.9729649,
3321,9.9729730,
3322,9.9729811,
3323,9.9729892,
3324,9.9729973,
3325,9.9730054,
3326,9.9730135,
3327,9.9730216,
3328,9.9730297,
3329,9.9730377,
3330,9.9730458,
3331,9.9730539,
3332,9.9730620,
3333,9.9730700,
3334,9.9730781,
3335,9.9730861,
3336,9.9730942,
3337,9.9731022,
3338,9.9731102,
3339,9.9731183,
3340,9.9731263,
3341,9.9731343,
3342,9.9731423,
3343,9.9731504,
3344,9.9731584,
3345,9.9731664,
3346,9.9731744,
3347,9.9731824,
3348,9.9731903,
3349,9.9731983,
3350,9.9732063,
3351,9.9732143,
3352,9.9732223,
3353,9.9732302,
3354,9.9732382,
3355,9.9732461,
3356,9.9732541,
3357,9.9732620,
3358,9.9732700,
3359,9.9732779,
3360,9.9732858,
3361,9.9732938,
3362,9.9733017,
3363,9.9733096,
3364,9.9733175,
3365,9.9733254,
3366,9.9733333,
3367,9.9733412,
3368,9.9733491,
3369,9.9733570,
3370,9.9733649,
3371,9.9733728,
3372,9.9733807,
3373,9.9733885,
3374,9.9733964,
3375,9.9734043,
3376,9.9734121,
3377,9.9734200,
3378,9.9734278,
3379,9.9734357,
3380,9.9734435,
3381,9.9734513,
3382,9.9734592,
3383,9.9734670,
3384,9.9734748,
3385,9.9734826,
3386,9.9734904,
3387,9.9734982,
3388,9.9735060,
3389,9.9735138,
3390,9.9735216,
3391,9.9735294,
3392,9.9735372,
3393,9.9735450,
3394,9.9735527,
3395,9.9735605,
3396,9.9735683,
3397,9.9735760,
3398,9.9735838,
3399,9.9735915,
3400,9.9735993,
3401,9.9736070,
3402,9.9736148,
3403,9.9736225,
3404,9.9736302,
3405,9.9736380,
3406,9.9736457,
3407,9.9736534,
3408,9.9736611,
3409,9.9736688,
3410,9.9736765,
3411,9.9736842,
3412,9.9736919,
3413,9.9736996,
3414,9.9737073,
3415,9.9737150,
3416,9.9737226,
3417,9.9737303,
3418,9.9737380,
3419,9.9737456,
3420,9.9737533,
3421,9.9737609,
3422,9.9737686,
3423,9.9737762,
3424,9.9737839,
3425,9.9737915,
3426,9.9737991,
3427,9.9738068,
3428,9.9738144,
3429,9.9738220,
3430,9.9738296,
3431,9.9738372,
3432,9.9738448,
3433,9.9738524,
3434,9.9738600,
3435,9.9738676,
3436,9.9738752,
3437,9.9738828,
3438,9.9738903,
3439,9.9738979,
3440,9.9739055,
3441,9.9739130,
3442,9.9739206,
3443,9.9739282,
3444,9.9739357,
3445,9.9739433,
3446,9.9739508,
3447,9.9739583,
3448,9.9739659,
3449,9.9739734,
3450,9.9739809,
3451,9.9739884,
3452,9.9739960,
3453,9.9740035,
3454,9.9740110,
3455,9.9740185,
3456,9.9740260,
3457,9.9740335,
3458,9.9740410,
3459,9.9740484,
3460,9.9740559,
3461,9.9740634,
3462,9.9740709,
3463,9.9740783,
3464,9.9740858,
3465,9.9740933,
3466,9.9741007,
3467,9.9741082,
3468,9.9741156,
3469,9.9741231,
3470,9.9741305,
3471,9.9741379,
3472,9.9741454,
3473,9.9741528,
3474,9.9741602,
3475,9.9741676,
3476,9.9741750,
3477,9.9741824,
3478,9.9741898,
3479,9.9741972,
3480,9.9742046,
3481,9.9742120,
3482,9.9742194,
3483,9.9742268,
3484,9.9742342,
3485,9.9742416,
3486,9.9742489,
3487,9.9742563,
3488,9.9742637,
3489,9.9742710,
3490,9.9742784,
3491,9.9742857,
3492,9.9742931,
3493,9.9743004,
3494,9.9743077,
3495,9.9743151,
3496,9.9743224,
3497,9.9743297,
3498,9.9743370,
3499,9.9743444,
3500,9.9743517,
3501,9.9743590,
3502,9.9743663,
3503,9.9743736,
3504,9.9743809,
3505,9.9743882,
3506,9.9743954,
3507,9.9744027,
3508,9.9744100,
3509,9.9744173,
3510,9.9744246,
3511,9.9744318,
3512,9.9744391,
3513,9.9744463,
3514,9.9744536,
3515,9.9744608,
3516,9.9744681,
3517,9.9744753,
3518,9.9744826,
3519,9.9744898,
3520,9.9744970,
3521,9.9745042,
3522,9.9745115,
3523,9.9745187,
3524,9.9745259,
3525,9.9745331,
3526,9.9745403,
3527,9.9745475,
3528,9.9745547,
3529,9.9745619,
3530,9.9745691,
3531,9.9745763,
3532,9.9745835,
3533,9.9745906,
3534,9.9745978,
3535,9.9746050,
3536,9.9746121,
3537,9.9746193,
3538,9.9746264,
3539,9.9746336,
3540,9.9746407,
3541,9.9746479,
3542,9.9746550,
3543,9.9746622,
3544,9.9746693,
3545,9.9746764,
3546,9.9746835,
3547,9.9746907,
3548,9.9746978,
3549,9.9747049,
3550,9.9747120,
3551,9.9747191,
3552,9.9747262,
3553,9.9747333,
3554,9.9747404,
3555,9.9747475,
3556,9.9747546,
3557,9.9747616,
3558,9.9747687,
3559,9.9747758,
3560,9.9747829,
3561,9.9747899,
3562,9.9747970,
3563,9.9748040,
3564,9.9748111,
3565,9.9748181,
3566,9.9748252,
3567,9.9748322,
3568,9.9748393,
3569,9.9748463,
3570,9.9748533,
3571,9.9748603,
3572,9.9748674,
3573,9.9748744,
3574,9.9748814,
3575,9.9748884,
3576,9.9748954,
3577,9.9749024,
3578,9.9749094,
3579,9.9749164,
3580,9.9749234,
3581,9.9749304,
3582,9.9749373,
3583,9.9749443,
3584,9.9749513,
3585,9.9749583,
3586,9.9749652,
3587,9.9749722,
3588,9.9749791,
3589,9.9749861,
3590,9.9749931,
3591,9.9750000,
3592,9.9750069,
3593,9.9750139,
3594,9.9750208,
3595,9.9750277,
3596,9.9750347,
3597,9.9750416,
3598,9.9750485,
3599,9.9750554,
3600,9.9750623,
3601,9.9750693,
3602,9.9750762,
3603,9.9750831,
3604,9.9750900,
3605,9.9750968,
3606,9.9751037,
3607,9.9751106,
3608,9.9751175,
3609,9.9751244,
3610,9.9751313,
3611,9.9751381,
3612,9.9751450,
3613,9.9751518,
3614,9.9751587,
3615,9.9751656,
3616,9.9751724,
3617,9.9751793,
3618,9.9751861,
3619,9.9751929,
3620,9.9751998,
3621,9.9752066,
3622,9.9752134,
3623,9.9752203,
3624,9.9752271,
3625,9.9752339,
3626,9.9752407,
3627,9.9752475,
3628,9.9752543,
3629,9.9752611,
3630,9.9752679,
3631,9.9752747,
3632,9.9752815,
3633,9.9752883,
3634,9.9752951,
3635,9.9753019,
3636,9.9753086,
3637,9.9753154,
3638,9.9753222,
3639,9.9753289,
3640,9.9753357,
3641,9.9753425,
3642,9.9753492,
3643,9.9753560,
3644,9.9753627,
3645,9.9753695,
3646,9.9753762,
3647,9.9753829,
3648,9.9753897,
3649,9.9753964,
3650,9.9754031,
3651,9.9754098,
3652,9.9754166,
3653,9.9754233,
3654,9.9754300,
3655,9.9754367,
3656,9.9754434,
3657,9.9754501,
3658,9.9754568,
3659,9.9754635,
3660,9.9754702,
3661,9.9754768,
3662,9.9754835,
3663,9.9754902,
3664,9.9754969,
3665,9.9755035,
3666,9.9755102,
3667,9.9755169,
3668,9.9755235,
3669,9.9755302,
3670,9.9755368,
3671,9.9755435,
3672,9.9755501,
3673,9.9755568,
3674,9.9755634,
3675,9.9755700,
3676,9.9755767,
3677,9.9755833,
3678,9.9755899,
3679,9.9755965,
3680,9.9756031,
3681,9.9756098,
3682,9.9756164,
3683,9.9756230,
3684,9.9756296,
3685,9.9756362,
3686,9.9756428,
3687,9.9756494,
3688,9.9756559,
3689,9.9756625,
3690,9.9756691,
3691,9.9756757,
3692,9.9756822,
3693,9.9756888,
3694,9.9756954,
3695,9.9757019,
3696,9.9757085,
3697,9.9757151,
3698,9.9757216,
3699,9.9757282,
3700,9.9757347,
3701,9.9757412,
3702,9.9757478,
3703,9.9757543,
3704,9.9757608,
3705,9.9757674,
3706,9.9757739,
3707,9.9757804,
3708,9.9757869,
3709,9.9757934,
3710,9.9757999,
3711,9.9758065,
3712,9.9758130,
3713,9.9758195,
3714,9.9758259,
3715,9.9758324,
3716,9.9758389,
3717,9.9758454,
3718,9.9758519,
3719,9.9758584,
3720,9.9758648,
3721,9.9758713,
3722,9.9758778,
3723,9.9758842,
3724,9.9758907,
3725,9.9758972,
3726,9.9759036,
3727,9.9759101,
3728,9.9759165,
3729,9.9759230,
3730,9.9759294,
3731,9.9759358,
3732,9.9759423,
3733,9.9759487,
3734,9.9759551,
3735,9.9759615,
3736,9.9759680,
3737,9.9759744,
3738,9.9759808,
3739,9.9759872,
3740,9.9759936,
3741,9.9760000,
3742,9.9760064,
3743,9.9760128,
3744,9.9760192,
3745,9.9760256,
3746,9.9760320,
3747,9.9760383,
3748,9.9760447,
3749,9.9760511,
3750,9.9760575,
3751,9.9760638,
3752,9.9760702,
3753,9.9760766,
3754,9.9760829,
3755,9.9760893,
3756,9.9760956,
3757,9.9761020,
3758,9.9761083,
3759,9.9761146,
3760,9.9761210,
3761,9.9761273,
3762,9.9761337,
3763,9.9761400,
3764,9.9761463,
3765,9.9761526,
3766,9.9761589,
3767,9.9761653,
3768,9.9761716,
3769,9.9761779,
3770,9.9761842,
3771,9.9761905,
3772,9.9761968,
3773,9.9762031,
3774,9.9762094,
3775,9.9762156,
3776,9.9762219,
3777,9.9762282,
3778,9.9762345,
3779,9.9762408,
3780,9.9762470,
3781,9.9762533,
3782,9.9762596,
3783,9.9762658,
3784,9.9762721,
3785,9.9762783,
3786,9.9762846,
3787,9.9762908,
3788,9.9762971,
3789,9.9763033,
3790,9.9763096,
3791,9.9763158,
3792,9.9763220,
3793,9.9763282,
3794,9.9763345,
3795,9.9763407,
3796,9.9763469,
3797,9.9763531,
3798,9.9763593,
3799,9.9763655,
3800,9.9763718,
3801,9.9763780,
3802,9.9763842,
3803,9.9763903,
3804,9.9763965,
3805,9.9764027,
3806,9.9764089,
3807,9.9764151,
3808,9.9764213,
3809,9.9764274,
3810,9.9764336,
3811,9.9764398,
3812,9.9764460,
3813,9.9764521,
3814,9.9764583,
3815,9.9764644,
3816,9.9764706,
3817,9.9764767,
3818,9.9764829,
3819,9.9764890,
3820,9.9764952,
3821,9.9765013,
3822,9.9765074,
3823,9.9765136,
3824,9.9765197,
3825,9.9765258,
3826,9.9765319,
3827,9.9765381,
3828,9.9765442,
3829,9.9765503,
3830,9.9765564,
3831,9.9765625,
3832,9.9765686,
3833,9.9765747,
3834,9.9765808,
3835,9.9765869,
3836,9.9765930,
3837,9.9765991,
3838,9.9766051,
3839,9.9766112,
3840,9.9766173,
3841,9.9766234,
3842,9.9766294,
3843,9.9766355,
3844,9.9766416,
3845,9.9766476,
3846,9.9766537,
3847,9.9766598,
3848,9.9766658,
3849,9.9766719,
3850,9.9766779,
3851,9.9766839,
3852,9.9766900,
3853,9.9766960,
3854,9.9767020,
3855,9.9767081,
3856,9.9767141,
3857,9.9767201,
3858,9.9767261,
3859,9.9767322,
3860,9.9767382,
3861,9.9767442,
3862,9.9767502,
3863,9.9767562,
3864,9.9767622,
3865,9.9767682,
3866,9.9767742,
3867,9.9767802,
3868,9.9767862,
3869,9.9767922,
3870,9.9767981,
3871,9.9768041,
3872,9.9768101,
3873,9.9768161,
3874,9.9768220,
3875,9.9768280,
3876,9.9768340,
3877,9.9768399,
3878,9.9768459,
3879,9.9768519,
3880,9.9768578,
3881,9.9768638,
3882,9.9768697,
3883,9.9768756,
3884,9.9768816,
3885,9.9768875,
3886,9.9768935,
3887,9.9768994,
3888,9.9769053,
3889,9.9769112,
3890,9.9769172,
3891,9.9769231,
3892,9.9769290,
3893,9.9769349,
3894,9.9769408,
3895,9.9769467,
3896,9.9769526,
3897,9.9769585,
3898,9.9769644,
3899,9.9769703,
3900,9.9769762,
3901,9.9769821,
3902,9.9769880,
3903,9.9769939,
3904,9.9769997,
3905,9.9770056,
3906,9.9770115,
3907,9.9770174,
3908,9.9770232,
3909,9.9770291,
3910,9.9770350,
3911,9.9770408,
3912,9.9770467,
3913,9.9770525,
3914,9.9770584,
3915,9.9770642,
3916,9.9770701,
3917,9.9770759,
3918,9.9770817,
3919,9.9770876,
3920,9.9770934,
3921,9.9770992,
3922,9.9771051,
3923,9.9771109,
3924,9.9771167,
3925,9.9771225,
3926,9.9771283,
3927,9.9771341,
3928,9.9771400,
3929,9.9771458,
3930,9.9771516,
3931,9.9771574,
3932,9.9771632,
3933,9.9771689,
3934,9.9771747,
3935,9.9771805,
3936,9.9771863,
3937,9.9771921,
3938,9.9771979,
3939,9.9772036,
3940,9.9772094,
3941,9.9772152,
3942,9.9772210,
3943,9.9772267,
3944,9.9772325,
3945,9.9772382,
3946,9.9772440,
3947,9.9772497,
3948,9.9772555,
3949,9.9772612,
3950,9.9772670,
3951,9.9772727,
3952,9.9772785,
3953,9.9772842,
3954,9.9772899,
3955,9.9772957,
3956,9.9773014,
3957,9.9773071,
3958,9.9773128,
3959,9.9773185,
3960,9.9773243,
3961,9.9773300,
3962,9.9773357,
3963,9.9773414,
3964,9.9773471,
3965,9.9773528,
3966,9.9773585,
3967,9.9773642,
3968,9.9773699,
3969,9.9773756,
3970,9.9773813,
3971,9.9773869,
3972,9.9773926,
3973,9.9773983,
3974,9.9774040,
3975,9.9774096,
3976,9.9774153,
3977,9.9774210,
3978,9.9774266,
3979,9.9774323,
3980,9.9774380,
3981,9.9774436,
3982,9.9774493,
3983,9.9774549,
3984,9.9774606,
3985,9.9774662,
3986,9.9774718,
3987,9.9774775,
3988,9.9774831,
3989,9.9774887,
3990,9.9774944,
3991,9.9775000,
3992,9.9775056,
3993,9.9775112,
3994,9.9775169,
3995,9.9775225,
3996,9.9775281,
3997,9.9775337,
3998,9.9775393,
3999,9.9775449,
4000,9.9775505,
4001,9.9775561,
4002,9.9775617,
4003,9.9775673,
4004,9.9775729,
4005,9.9775785,
4006,9.9775841,
4007,9.9775896,
4008,9.9775952,
4009,9.9776008,
4010,9.9776064,
4011,9.9776119,
4012,9.9776175,
4013,9.9776231,
4014,9.9776286,
4015,9.9776342,
4016,9.9776398,
4017,9.9776453,
4018,9.9776509,
4019,9.9776564,
4020,9.9776620,
4021,9.9776675,
4022,9.9776730,
4023,9.9776786,
4024,9.9776841,
4025,9.9776896,
4026,9.9776952,
4027,9.9777007,
4028,9.9777062,
4029,9.9777117,
4030,9.9777173,
4031,9.9777228,
4032,9.9777283,
4033,9.9777338,
4034,9.9777393,
4035,9.9777448,
4036,9.9777503,
4037,9.9777558,
4038,9.9777613,
4039,9.9777668,
4040,9.9777723,
4041,9.9777778,
4042,9.9777833,
4043,9.9777887,
4044,9.9777942,
4045,9.9777997,
4046,9.9778052,
4047,9.9778107,
4048,9.9778161,
4049,9.9778216,
4050,9.9778271,
4051,9.9778325,
4052,9.9778380,
4053,9.9778434,
4054,9.9778489,
4055,9.9778543,
4056,9.9778598,
4057,9.9778652,
4058,9.9778707,
4059,9.9778761,
4060,9.9778815,
4061,9.9778870,
4062,9.9778924,
4063,9.9778978,
4064,9.9779033,
4065,9.9779087,
4066,9.9779141,
4067,9.9779195,
4068,9.9779249,
4069,9.9779304,
4070,9.9779358,
4071,9.9779412,
4072,9.9779466,
4073,9.9779520,
4074,9.9779574,
4075,9.9779628,
4076,9.9779682,
4077,9.9779736,
4078,9.9779790,
4079,9.9779843,
4080,9.9779897,
4081,9.9779951,
4082,9.9780005,
4083,9.9780059,
4084,9.9780112,
4085,9.9780166,
4086,9.9780220,
4087,9.9780273,
4088,9.9780327,
4089,9.9780381,
4090,9.9780434,
4091,9.9780488,
4092,9.9780541,
4093,9.9780595,
4094,9.9780648,
4095,9.9780702,
4096,9.9780755,
4097,9.9780809,
4098,9.9780862,
4099,9.9780915,
4100,9.9780969,
4101,9.9781022,
4102,9.9781075,
4103,9.9781128,
4104,9.9781182,
4105,9.9781235,
4106,9.9781288,
4107,9.9781341,
4108,9.9781394,
4109,9.9781447,
4110,9.9781500,
4111,9.9781553,
4112,9.9781606,
4113,9.9781659,
4114,9.9781712,
4115,9.9781765,
4116,9.9781818,
4117,9.9781871,
4118,9.9781924,
4119,9.9781977,
4120,9.9782030,
4121,9.9782082,
4122,9.9782135,
4123,9.9782188,
4124,9.9782241,
4125,9.9782293,
4126,9.9782346,
4127,9.9782398,
4128,9.9782451,
4129,9.9782504,
4130,9.9782556,
4131,9.9782609,
4132,9.9782661,
4133,9.9782714,
4134,9.9782766,
4135,9.9782819,
4136,9.9782871,
4137,9.9782923,
4138,9.9782976,
4139,9.9783028,
4140,9.9783080,
4141,9.9783133,
4142,9.9783185,
4143,9.9783237,
4144,9.9783289,
4145,9.9783341,
4146,9.9783394,
4147,9.9783446,
4148,9.9783498,
4149,9.9783550,
4150,9.9783602,
4151,9.9783654,
4152,9.9783706,
4153,9.9783758,
4154,9.9783810,
4155,9.9783862,
4156,9.9783914,
4157,9.9783965,
4158,9.9784017,
4159,9.9784069,
4160,9.9784121,
4161,9.9784173,
4162,9.9784224,
4163,9.9784276,
4164,9.9784328,
4165,9.9784379,
4166,9.9784431,
4167,9.9784483,
4168,9.9784534,
4169,9.9784586,
4170,9.9784637,
4171,9.9784689,
4172,9.9784740,
4173,9.9784792,
4174,9.9784843,
4175,9.9784895,
4176,9.9784946,
4177,9.9784998,
4178,9.9785049,
4179,9.9785100,
4180,9.9785152,
4181,9.9785203,
4182,9.9785254,
4183,9.9785305,
4184,9.9785357,
4185,9.9785408,
4186,9.9785459,
4187,9.9785510,
4188,9.9785561,
4189,9.9785612,
4190,9.9785663,
4191,9.9785714,
4192,9.9785765,
4193,9.9785816,
4194,9.9785867,
4195,9.9785918,
4196,9.9785969,
4197,9.9786020,
4198,9.9786071,
4199,9.9786122,
4200,9.9786172,
4201,9.9786223,
4202,9.9786274,
4203,9.9786325,
4204,9.9786376,
4205,9.9786426,
4206,9.9786477,
4207,9.9786528,
4208,9.9786578,
4209,9.9786629,
4210,9.9786679,
4211,9.9786730,
4212,9.9786780,
4213,9.9786831,
4214,9.9786881,
4215,9.9786932,
4216,9.9786982,
4217,9.9787033,
4218,9.9787083,
4219,9.9787133,
4220,9.9787184,
4221,9.9787234,
4222,9.9787284,
4223,9.9787335,
4224,9.9787385,
4225,9.9787435,
4226,9.9787485,
4227,9.9787535,
4228,9.9787586,
4229,9.9787636,
4230,9.9787686,
4231,9.9787736,
4232,9.9787786,
4233,9.9787836,
4234,9.9787886,
4235,9.9787936,
4236,9.9787986,
4237,9.9788036,
4238,9.9788086,
4239,9.9788136,
4240,9.9788185,
4241,9.9788235,
4242,9.9788285,
4243,9.9788335,
4244,9.9788385,
4245,9.9788434,
4246,9.9788484,
4247,9.9788534,
4248,9.9788584,
4249,9.9788633,
4250,9.9788683,
4251,9.9788732,
4252,9.9788782,
4253,9.9788832,
4254,9.9788881,
4255,9.9788931,
4256,9.9788980,
4257,9.9789030,
4258,9.9789079,
4259,9.9789128,
4260,9.9789178,
4261,9.9789227,
4262,9.9789277,
4263,9.9789326,
4264,9.9789375,
