Rdzenie procesora,Przyspieszenie
1469,9.9391069,
1470,9.9391481,
1471,9.9391892,
1472,9.9392302,
1473,9.9392713,
1474,9.9393122,
1475,9.9393531,
1476,9.9393939,
1477,9.9394347,
1478,9.9394755,
1479,9.9395161,
1480,9.9395567,
1481,9.9395973,
1482,9.9396378,
1483,9.9396783,
1484,9.9397187,
1485,9.9397590,
1486,9.9397993,
1487,9.9398396,
1488,9.9398798,
1489,9.9399199,
1490,9.9399600,
1491,9.9400000,
1492,9.9400400,
1493,9.9400799,
1494,9.9401198,
1495,9.9401596,
1496,9.9401993,
1497,9.9402390,
1498,9.9402787,
1499,9.9403183,
1500,9.9403579,
1501,9.9403974,
1502,9.9404368,
1503,9.9404762,
1504,9.9405155,
1505,9.9405548,
1506,9.9405941,
1507,9.9406332,
1508,9.9406724,
1509,9.9407115,
1510,9.9407505,
1511,9.9407895,
1512,9.9408284,
1513,9.9408673,
1514,9.9409061,
1515,9.9409449,
1516,9.9409836,
1517,9.9410223,
1518,9.9410609,
1519,9.9410995,
1520,9.9411380,
1521,9.9411765,
1522,9.9412149,
1523,9.9412533,
1524,9.9412916,
1525,9.9413299,
1526,9.9413681,
1527,9.9414063,
1528,9.9414444,
1529,9.9414824,
1530,9.9415205,
1531,9.9415584,
1532,9.9415964,
1533,9.9416342,
1534,9.9416721,
1535,9.9417098,
1536,9.9417476,
1537,9.9417853,
1538,9.9418229,
1539,9.9418605,
1540,9.9418980,
1541,9.9419355,
1542,9.9419729,
1543,9.9420103,
1544,9.9420476,
1545,9.9420849,
1546,9.9421222,
1547,9.9421594,
1548,9.9421965,
1549,9.9422336,
1550,9.9422707,
1551,9.9423077,
1552,9.9423447,
1553,9.9423816,
1554,9.9424184,
1555,9.9424552,
1556,9.9424920,
1557,9.9425287,
1558,9.9425654,
1559,9.9426020,
1560,9.9426386,
1561,9.9426752,
1562,9.9427116,
1563,9.9427481,
1564,9.9427845,
1565,9.9428208,
1566,9.9428571,
1567,9.9428934,
1568,9.9429296,
1569,9.9429658,
1570,9.9430019,
1571,9.9430380,
1572,9.9430740,
1573,9.9431100,
1574,9.9431459,
1575,9.9431818,
1576,9.9432177,
1577,9.9432535,
1578,9.9432892,
1579,9.9433249,
1580,9.9433606,
1581,9.9433962,
1582,9.9434318,
1583,9.9434673,
1584,9.9435028,
1585,9.9435383,
1586,9.9435737,
1587,9.9436090,
1588,9.9436443,
1589,9.9436796,
1590,9.9437148,
1591,9.9437500,
1592,9.9437851,
1593,9.9438202,
1594,9.9438553,
1595,9.9438903,
1596,9.9439252,
1597,9.9439601,
1598,9.9439950,
1599,9.9440299,
1600,9.9440646,
1601,9.9440994,
1602,9.9441341,
1603,9.9441687,
1604,9.9442033,
1605,9.9442379,
1606,9.9442724,
1607,9.9443069,
1608,9.9443414,
1609,9.9443758,
1610,9.9444101,
1611,9.9444444,
1612,9.9444787,
1613,9.9445129,
1614,9.9445471,
1615,9.9445813,
1616,9.9446154,
1617,9.9446494,
1618,9.9446835,
1619,9.9447174,
1620,9.9447514,
1621,9.9447853,
1622,9.9448191,
1623,9.9448529,
1624,9.9448867,
1625,9.9449204,
1626,9.9449541,
1627,9.9449878,
1628,9.9450214,
1629,9.9450549,
1630,9.9450885,
1631,9.9451220,
1632,9.9451554,
1633,9.9451888,
1634,9.9452222,
1635,9.9452555,
1636,9.9452888,
1637,9.9453220,
1638,9.9453552,
1639,9.9453883,
1640,9.9454215,
1641,9.9454545,
1642,9.9454876,
1643,9.9455206,
1644,9.9455535,
1645,9.9455865,
1646,9.9456193,
1647,9.9456522,
1648,9.9456850,
1649,9.9457177,
1650,9.9457505,
1651,9.9457831,
1652,9.9458158,
1653,9.9458484,
1654,9.9458809,
1655,9.9459135,
1656,9.9459459,
1657,9.9459784,
1658,9.9460108,
1659,9.9460432,
1660,9.9460755,
1661,9.9461078,
1662,9.9461400,
1663,9.9461722,
1664,9.9462044,
1665,9.9462366,
1666,9.9462687,
1667,9.9463007,
1668,9.9463327,
1669,9.9463647,
1670,9.9463967,
1671,9.9464286,
1672,9.9464604,
1673,9.9464923,
1674,9.9465241,
1675,9.9465558,
1676,9.9465875,
1677,9.9466192,
1678,9.9466509,
1679,9.9466825,
1680,9.9467140,
1681,9.9467456,
1682,9.9467771,
1683,9.9468085,
1684,9.9468399,
1685,9.9468713,
1686,9.9469027,
1687,9.9469340,
1688,9.9469652,
1689,9.9469965,
1690,9.9470277,
1691,9.9470588,
1692,9.9470899,
1693,9.9471210,
1694,9.9471521,
1695,9.9471831,
1696,9.9472141,
1697,9.9472450,
1698,9.9472759,
1699,9.9473068,
1700,9.9473376,
1701,9.9473684,
1702,9.9473992,
1703,9.9474299,
1704,9.9474606,
1705,9.9474912,
1706,9.9475219,
1707,9.9475524,
1708,9.9475830,
1709,9.9476135,
1710,9.9476440,
1711,9.9476744,
1712,9.9477048,
1713,9.9477352,
1714,9.9477655,
1715,9.9477958,
1716,9.9478261,
1717,9.9478563,
1718,9.9478865,
1719,9.9479167,
1720,9.9479468,
1721,9.9479769,
1722,9.9480069,
1723,9.9480370,
1724,9.9480669,
1725,9.9480969,
1726,9.9481268,
1727,9.9481567,
1728,9.9481865,
1729,9.9482163,
1730,9.9482461,
1731,9.9482759,
1732,9.9483056,
1733,9.9483352,
1734,9.9483649,
1735,9.9483945,
1736,9.9484241,
1737,9.9484536,
1738,9.9484831,
1739,9.9485126,
1740,9.9485420,
1741,9.9485714,
1742,9.9486008,
1743,9.9486301,
1744,9.9486594,
1745,9.9486887,
1746,9.9487179,
1747,9.9487472,
1748,9.9487763,
1749,9.9488055,
1750,9.9488346,
1751,9.9488636,
1752,9.9488927,
1753,9.9489217,
1754,9.9489507,
1755,9.9489796,
1756,9.9490085,
1757,9.9490374,
1758,9.9490662,
1759,9.9490950,
1760,9.9491238,
1761,9.9491525,
1762,9.9491813,
1763,9.9492099,
1764,9.9492386,
1765,9.9492672,
1766,9.9492958,
1767,9.9493243,
1768,9.9493528,
1769,9.9493813,
1770,9.9494098,
1771,9.9494382,
1772,9.9494666,
1773,9.9494949,
1774,9.9495233,
1775,9.9495516,
1776,9.9495798,
1777,9.9496081,
1778,9.9496363,
1779,9.9496644,
1780,9.9496926,
1781,9.9497207,
1782,9.9497487,
1783,9.9497768,
1784,9.9498048,
1785,9.9498328,
1786,9.9498607,
1787,9.9498886,
1788,9.9499165,
1789,9.9499444,
1790,9.9499722,
1791,9.9500000,
1792,9.9500278,
1793,9.9500555,
1794,9.9500832,
1795,9.9501109,
1796,9.9501385,
1797,9.9501661,
1798,9.9501937,
1799,9.9502212,
1800,9.9502488,
1801,9.9502762,
1802,9.9503037,
1803,9.9503311,
1804,9.9503585,
1805,9.9503859,
1806,9.9504132,
1807,9.9504405,
1808,9.9504678,
1809,9.9504950,
1810,9.9505223,
1811,9.9505495,
1812,9.9505766,
1813,9.9506037,
1814,9.9506308,
1815,9.9506579,
1816,9.9506849,
1817,9.9507119,
1818,9.9507389,
1819,9.9507659,
1820,9.9507928,
1821,9.9508197,
1822,9.9508465,
1823,9.9508734,
1824,9.9509002,
1825,9.9509269,
1826,9.9509537,
1827,9.9509804,
1828,9.9510071,
1829,9.9510337,
1830,9.9510604,
1831,9.9510870,
1832,9.9511135,
1833,9.9511401,
1834,9.9511666,
1835,9.9511931,
1836,9.9512195,
1837,9.9512459,
1838,9.9512723,
1839,9.9512987,
1840,9.9513250,
1841,9.9513514,
1842,9.9513776,
1843,9.9514039,
1844,9.9514301,
1845,9.9514563,
1846,9.9514825,
1847,9.9515086,
1848,9.9515347,
1849,9.9515608,
1850,9.9515869,
1851,9.9516129,
1852,9.9516389,
1853,9.9516649,
1854,9.9516908,
1855,9.9517167,
1856,9.9517426,
1857,9.9517685,
1858,9.9517943,
1859,9.9518201,
1860,9.9518459,
1861,9.9518717,
1862,9.9518974,
1863,9.9519231,
1864,9.9519487,
1865,9.9519744,
1866,9.9520000,
1867,9.9520256,
1868,9.9520511,
1869,9.9520767,
1870,9.9521022,
1871,9.9521277,
1872,9.9521531,
1873,9.9521785,
1874,9.9522039,
1875,9.9522293,
1876,9.9522546,
1877,9.9522800,
1878,9.9523052,
1879,9.9523305,
1880,9.9523557,
1881,9.9523810,
1882,9.9524061,
1883,9.9524313,
1884,9.9524564,
1885,9.9524815,
1886,9.9525066,
1887,9.9525316,
1888,9.9525567,
1889,9.9525817,
1890,9.9526066,
1891,9.9526316,
1892,9.9526565,
1893,9.9526814,
1894,9.9527063,
1895,9.9527311,
1896,9.9527559,
1897,9.9527807,
1898,9.9528055,
1899,9.9528302,
1900,9.9528549,
1901,9.9528796,
1902,9.9529042,
1903,9.9529289,
1904,9.9529535,
1905,9.9529781,
1906,9.9530026,
1907,9.9530271,
1908,9.9530516,
1909,9.9530761,
1910,9.9531006,
1911,9.9531250,
1912,9.9531494,
1913,9.9531738,
1914,9.9531981,
1915,9.9532225,
1916,9.9532468,
1917,9.9532710,
1918,9.9532953,
1919,9.9533195,
1920,9.9533437,
1921,9.9533679,
1922,9.9533920,
1923,9.9534161,
1924,9.9534402,
1925,9.9534643,
1926,9.9534884,
1927,9.9535124,
1928,9.9535364,
1929,9.9535604,
1930,9.9535843,
1931,9.9536082,
1932,9.9536321,
1933,9.9536560,
1934,9.9536799,
1935,9.9537037,
1936,9.9537275,
1937,9.9537513,
1938,9.9537750,
1939,9.9537988,
1940,9.9538225,
1941,9.9538462,
1942,9.9538698,
1943,9.9538934,
1944,9.9539171,
1945,9.9539406,
1946,9.9539642,
1947,9.9539877,
1948,9.9540112,
1949,9.9540347,
1950,9.9540582,
1951,9.9540816,
1952,9.9541050,
1953,9.9541284,
1954,9.9541518,
1955,9.9541752,
1956,9.9541985,
1957,9.9542218,
1958,9.9542450,
1959,9.9542683,
1960,9.9542915,
1961,9.9543147,
1962,9.9543379,
1963,9.9543611,
1964,9.9543842,
1965,9.9544073,
1966,9.9544304,
1967,9.9544534,
1968,9.9544765,
1969,9.9544995,
1970,9.9545225,
1971,9.9545455,
1972,9.9545684,
1973,9.9545913,
1974,9.9546142,
1975,9.9546371,
1976,9.9546599,
1977,9.9546828,
1978,9.9547056,
1979,9.9547284,
1980,9.9547511,
1981,9.9547739,
1982,9.9547966,
1983,9.9548193,
1984,9.9548419,
1985,9.9548646,
1986,9.9548872,
1987,9.9549098,
1988,9.9549324,
1989,9.9549550,
1990,9.9549775,
1991,9.9550000,
1992,9.9550225,
1993,9.9550450,
1994,9.9550674,
1995,9.9550898,
1996,9.9551122,
1997,9.9551346,
1998,9.9551570,
1999,9.9551793,
2000,9.9552016,
2001,9.9552239,
2002,9.9552461,
2003,9.9552684,
2004,9.9552906,
2005,9.9553128,
2006,9.9553350,
2007,9.9553571,
2008,9.9553793,
2009,9.9554014,
2010,9.9554235,
2011,9.9554455,
2012,9.9554676,
2013,9.9554896,
2014,9.9555116,
2015,9.9555336,
2016,9.9555556,
2017,9.9555775,
2018,9.9555994,
2019,9.9556213,
2020,9.9556432,
2021,9.9556650,
2022,9.9556869,
2023,9.9557087,
2024,9.9557304,
2025,9.9557522,
2026,9.9557740,
2027,9.9557957,
2028,9.9558174,
2029,9.9558391,
2030,9.9558607,
2031,9.9558824,
2032,9.9559040,
2033,9.9559256,
2034,9.9559471,
2035,9.9559687,
2036,9.9559902,
2037,9.9560117,
2038,9.9560332,
2039,9.9560547,
2040,9.9560761,
2041,9.9560976,
2042,9.9561190,
2043,9.9561404,
2044,9.9561617,
2045,9.9561831,
2046,9.9562044,
2047,9.9562257,
2048,9.9562470,
2049,9.9562682,
2050,9.9562895,
2051,9.9563107,
2052,9.9563319,
2053,9.9563531,
2054,9.9563742,
2055,9.9563953,
2056,9.9564165,
2057,9.9564376,
2058,9.9564586,
2059,9.9564797,
2060,9.9565007,
2061,9.9565217,
2062,9.9565427,
2063,9.9565637,
2064,9.9565847,
2065,9.9566056,
2066,9.9566265,
2067,9.9566474,
2068,9.9566683,
2069,9.9566891,
2070,9.9567100,
2071,9.9567308,
2072,9.9567516,
2073,9.9567723,
2074,9.9567931,
2075,9.9568138,
2076,9.9568345,
2077,9.9568552,
2078,9.9568759,
2079,9.9568966,
2080,9.9569172,
2081,9.9569378,
2082,9.9569584,
2083,9.9569790,
2084,9.9569995,
2085,9.9570201,
2086,9.9570406,
2087,9.9570611,
2088,9.9570815,
2089,9.9571020,
2090,9.9571224,
2091,9.9571429,
2092,9.9571633,
2093,9.9571836,
2094,9.9572040,
2095,9.9572243,
2096,9.9572447,
2097,9.9572650,
2098,9.9572852,
2099,9.9573055,
2100,9.9573257,
2101,9.9573460,
2102,9.9573662,
2103,9.9573864,
2104,9.9574065,
2105,9.9574267,
2106,9.9574468,
2107,9.9574669,
2108,9.9574870,
2109,9.9575071,
2110,9.9575271,
2111,9.9575472,
2112,9.9575672,
2113,9.9575872,
2114,9.9576072,
2115,9.9576271,
2116,9.9576471,
2117,9.9576670,
2118,9.9576869,
2119,9.9577068,
2120,9.9577266,
2121,9.9577465,
2122,9.9577663,
2123,9.9577861,
2124,9.9578059,
2125,9.9578257,
2126,9.9578454,
2127,9.9578652,
2128,9.9578849,
2129,9.9579046,
2130,9.9579243,
2131,9.9579439,
2132,9.9579636,
2133,9.9579832,
2134,9.9580028,
2135,9.9580224,
2136,9.9580420,
2137,9.9580615,
2138,9.9580810,
2139,9.9581006,
2140,9.9581201,
2141,9.9581395,
2142,9.9581590,
2143,9.9581784,
2144,9.9581979,
2145,9.9582173,
2146,9.9582367,
2147,9.9582560,
2148,9.9582754,
2149,9.9582947,
2150,9.9583140,
2151,9.9583333,
2152,9.9583526,
2153,9.9583719,
2154,9.9583911,
2155,9.9584104,
2156,9.9584296,
2157,9.9584488,
2158,9.9584679,
2159,9.9584871,
2160,9.9585062,
2161,9.9585253,
2162,9.9585444,
2163,9.9585635,
2164,9.9585826,
2165,9.9586017,
2166,9.9586207,
2167,9.9586397,
2168,9.9586587,
2169,9.9586777,
2170,9.9586966,
2171,9.9587156,
2172,9.9587345,
2173,9.9587534,
2174,9.9587723,
2175,9.9587912,
2176,9.9588101,
2177,9.9588289,
2178,9.9588477,
2179,9.9588665,
2180,9.9588853,
2181,9.9589041,
2182,9.9589229,
2183,9.9589416,
2184,9.9589603,
2185,9.9589790,
2186,9.9589977,
2187,9.9590164,
2188,9.9590350,
2189,9.9590537,
2190,9.9590723,
2191,9.9590909,
2192,9.9591095,
2193,9.9591281,
2194,9.9591466,
2195,9.9591652,
2196,9.9591837,
2197,9.9592022,
2198,9.9592207,
2199,9.9592391,
2200,9.9592576,
2201,9.9592760,
2202,9.9592944,
2203,9.9593128,
2204,9.9593312,
2205,9.9593496,
2206,9.9593679,
2207,9.9593863,
2208,9.9594046,
2209,9.9594229,
2210,9.9594412,
2211,9.9594595,
2212,9.9594777,
2213,9.9594959,
2214,9.9595142,
2215,9.9595324,
2216,9.9595506,
2217,9.9595687,
2218,9.9595869,
2219,9.9596050,
2220,9.9596231,
2221,9.9596413,
2222,9.9596593,
2223,9.9596774,
2224,9.9596955,
2225,9.9597135,
2226,9.9597315,
2227,9.9597496,
2228,9.9597675,
2229,9.9597855,
2230,9.9598035,
2231,9.9598214,
2232,9.9598394,
2233,9.9598573,
2234,9.9598752,
2235,9.9598930,
2236,9.9599109,
2237,9.9599288,
2238,9.9599466,
2239,9.9599644,
2240,9.9599822,
2241,9.9600000,
2242,9.9600178,
2243,9.9600355,
2244,9.9600533,
2245,9.9600710,
2246,9.9600887,
2247,9.9601064,
2248,9.9601241,
2249,9.9601417,
2250,9.9601594,
2251,9.9601770,
2252,9.9601946,
2253,9.9602122,
2254,9.9602298,
2255,9.9602473,
2256,9.9602649,
2257,9.9602824,
2258,9.9603000,
2259,9.9603175,
2260,9.9603349,
2261,9.9603524,
2262,9.9603699,
2263,9.9603873,
2264,9.9604048,
2265,9.9604222,
2266,9.9604396,
2267,9.9604569,
2268,9.9604743,
2269,9.9604917,
2270,9.9605090,
2271,9.9605263,
2272,9.9605436,
2273,9.9605609,
2274,9.9605782,
2275,9.9605954,
2276,9.9606127,
2277,9.9606299,
2278,9.9606471,
2279,9.9606643,
2280,9.9606815,
2281,9.9606987,
2282,9.9607158,
2283,9.9607330,
2284,9.9607501,
2285,9.9607672,
2286,9.9607843,
2287,9.9608014,
2288,9.9608185,
2289,9.9608355,
2290,9.9608525,
2291,9.9608696,
2292,9.9608866,
2293,9.9609036,
2294,9.9609205,
2295,9.9609375,
2296,9.9609544,
2297,9.9609714,
2298,9.9609883,
2299,9.9610052,
2300,9.9610221,
2301,9.9610390,
2302,9.9610558,
2303,9.9610727,
2304,9.9610895,
2305,9.9611063,
2306,9.9611231,
2307,9.9611399,
2308,9.9611567,
2309,9.9611734,
2310,9.9611902,
2311,9.9612069,
2312,9.9612236,
2313,9.9612403,
2314,9.9612570,
2315,9.9612737,
2316,9.9612903,
2317,9.9613070,
2318,9.9613236,
2319,9.9613402,
2320,9.9613568,
2321,9.9613734,
2322,9.9613900,
2323,9.9614065,
2324,9.9614231,
2325,9.9614396,
2326,9.9614561,
2327,9.9614726,
2328,9.9614891,
2329,9.9615056,
2330,9.9615220,
2331,9.9615385,
2332,9.9615549,
2333,9.9615713,
2334,9.9615877,
2335,9.9616041,
2336,9.9616205,
2337,9.9616368,
2338,9.9616532,
2339,9.9616695,
2340,9.9616858,
2341,9.9617021,
2342,9.9617184,
2343,9.9617347,
2344,9.9617510,
2345,9.9617672,
2346,9.9617834,
2347,9.9617997,
2348,9.9618159,
2349,9.9618321,
2350,9.9618482,
2351,9.9618644,
2352,9.9618806,
2353,9.9618967,
2354,9.9619128,
2355,9.9619289,
2356,9.9619450,
2357,9.9619611,
2358,9.9619772,
2359,9.9619932,
2360,9.9620093,
2361,9.9620253,
2362,9.9620413,
2363,9.9620573,
2364,9.9620733,
2365,9.9620893,
2366,9.9621053,
2367,9.9621212,
2368,9.9621371,
2369,9.9621531,
2370,9.9621690,
2371,9.9621849,
2372,9.9622008,
2373,9.9622166,
2374,9.9622325,
2375,9.9622483,
2376,9.9622642,
2377,9.9622800,
2378,9.9622958,
2379,9.9623116,
2380,9.9623273,
2381,9.9623431,
2382,9.9623588,
2383,9.9623746,
2384,9.9623903,
2385,9.9624060,
2386,9.9624217,
2387,9.9624374,
2388,9.9624531,
2389,9.9624687,
2390,9.9624844,
2391,9.9625000,
2392,9.9625156,
2393,9.9625312,
2394,9.9625468,
2395,9.9625624,
2396,9.9625780,
2397,9.9625935,
2398,9.9626091,
2399,9.9626246,
2400,9.9626401,
2401,9.9626556,
2402,9.9626711,
2403,9.9626866,
2404,9.9627020,
2405,9.9627175,
2406,9.9627329,
2407,9.9627483,
2408,9.9627638,
2409,9.9627792,
2410,9.9627945,
2411,9.9628099,
2412,9.9628253,
2413,9.9628406,
2414,9.9628560,
2415,9.9628713,
2416,9.9628866,
2417,9.9629019,
2418,9.9629172,
2419,9.9629325,
2420,9.9629477,
2421,9.9629630,
2422,9.9629782,
2423,9.9629934,
2424,9.9630086,
2425,9.9630238,
2426,9.9630390,
2427,9.9630542,
2428,9.9630693,
2429,9.9630845,
2430,9.9630996,
2431,9.9631148,
2432,9.9631299,
2433,9.9631450,
2434,9.9631600,
2435,9.9631751,
2436,9.9631902,
2437,9.9632052,
2438,9.9632203,
2439,9.9632353,
2440,9.9632503,
2441,9.9632653,
2442,9.9632803,
2443,9.9632953,
2444,9.9633102,
2445,9.9633252,
2446,9.9633401,
2447,9.9633550,
2448,9.9633700,
2449,9.9633849,
2450,9.9633998,
2451,9.9634146,
2452,9.9634295,
2453,9.9634444,
2454,9.9634592,
2455,9.9634740,
2456,9.9634888,
2457,9.9635036,
2458,9.9635184,
2459,9.9635332,
2460,9.9635480,
2461,9.9635628,
2462,9.9635775,
2463,9.9635922,
2464,9.9636070,
2465,9.9636217,
2466,9.9636364,
2467,9.9636511,
2468,9.9636657,
2469,9.9636804,
2470,9.9636950,
2471,9.9637097,
2472,9.9637243,
2473,9.9637389,
2474,9.9637535,
2475,9.9637681,
2476,9.9637827,
2477,9.9637973,
2478,9.9638118,
2479,9.9638264,
2480,9.9638409,
2481,9.9638554,
2482,9.9638699,
2483,9.9638844,
2484,9.9638989,
2485,9.9639134,
2486,9.9639279,
2487,9.9639423,
2488,9.9639567,
2489,9.9639712,
2490,9.9639856,
2491,9.9640000,
2492,9.9640144,
2493,9.9640288,
2494,9.9640431,
2495,9.9640575,
2496,9.9640719,
2497,9.9640862,
2498,9.9641005,
2499,9.9641148,
2500,9.9641291,
2501,9.9641434,
2502,9.9641577,
2503,9.9641720,
2504,9.9641862,
2505,9.9642005,
2506,9.9642147,
2507,9.9642289,
2508,9.9642431,
2509,9.9642573,
2510,9.9642715,
2511,9.9642857,
2512,9.9642999,
2513,9.9643140,
2514,9.9643282,
2515,9.9643423,
2516,9.9643564,
2517,9.9643705,
2518,9.9643846,
2519,9.9643987,
2520,9.9644128,
2521,9.9644269,
2522,9.9644409,
2523,9.9644550,
2524,9.9644690,
2525,9.9644830,
2526,9.9644970,
2527,9.9645110,
2528,9.9645250,
2529,9.9645390,
2530,9.9645530,
2531,9.9645669,
2532,9.9645809,
2533,9.9645948,
2534,9.9646087,
2535,9.9646226,
2536,9.9646365,
2537,9.9646504,
2538,9.9646643,
2539,9.9646782,
2540,9.9646920,
2541,9.9647059,
2542,9.9647197,
2543,9.9647335,
2544,9.9647474,
2545,9.9647612,
2546,9.9647750,
2547,9.9647887,
2548,9.9648025,
2549,9.9648163,
2550,9.9648300,
2551,9.9648438,
2552,9.9648575,
2553,9.9648712,
2554,9.9648849,
2555,9.9648986,
2556,9.9649123,
2557,9.9649260,
2558,9.9649396,
2559,9.9649533,
2560,9.9649669,
2561,9.9649805,
2562,9.9649942,
2563,9.9650078,
2564,9.9650214,
2565,9.9650350,
2566,9.9650485,
2567,9.9650621,
2568,9.9650757,
2569,9.9650892,
2570,9.9651028,
2571,9.9651163,
2572,9.9651298,
2573,9.9651433,
2574,9.9651568,
2575,9.9651703,
2576,9.9651838,
2577,9.9651972,
2578,9.9652107,
2579,9.9652241,
2580,9.9652375,
2581,9.9652510,
2582,9.9652644,
2583,9.9652778,
2584,9.9652912,
2585,9.9653045,
2586,9.9653179,
2587,9.9653313,
2588,9.9653446,
2589,9.9653580,
2590,9.9653713,
2591,9.9653846,
2592,9.9653979,
2593,9.9654112,
2594,9.9654245,
2595,9.9654378,
2596,9.9654511,
2597,9.9654643,
2598,9.9654776,
2599,9.9654908,
2600,9.9655040,
2601,9.9655172,
2602,9.9655304,
2603,9.9655436,
2604,9.9655568,
2605,9.9655700,
2606,9.9655832,
2607,9.9655963,
2608,9.9656095,
2609,9.9656226,
2610,9.9656357,
2611,9.9656489,
2612,9.9656620,
2613,9.9656751,
2614,9.9656881,
2615,9.9657012,
2616,9.9657143,
2617,9.9657273,
2618,9.9657404,
2619,9.9657534,
2620,9.9657665,
2621,9.9657795,
2622,9.9657925,
2623,9.9658055,
2624,9.9658185,
2625,9.9658314,
2626,9.9658444,
2627,9.9658574,
2628,9.9658703,
2629,9.9658832,
2630,9.9658962,
2631,9.9659091,
2632,9.9659220,
2633,9.9659349,
2634,9.9659478,
2635,9.9659607,
2636,9.9659735,
2637,9.9659864,
2638,9.9659992,
2639,9.9660121,
2640,9.9660249,
2641,9.9660377,
2642,9.9660505,
2643,9.9660633,
2644,9.9660761,
2645,9.9660889,
2646,9.9661017,
2647,9.9661145,
2648,9.9661272,
2649,9.9661400,
2650,9.9661527,
2651,9.9661654,
2652,9.9661781,
2653,9.9661908,
2654,9.9662035,
2655,9.9662162,
2656,9.9662289,
2657,9.9662416,
2658,9.9662542,
2659,9.9662669,
2660,9.9662795,
2661,9.9662921,
2662,9.9663048,
2663,9.9663174,
2664,9.9663300,
2665,9.9663426,
2666,9.9663551,
2667,9.9663677,
2668,9.9663803,
2669,9.9663928,
2670,9.9664054,
2671,9.9664179,
2672,9.9664304,
2673,9.9664430,
2674,9.9664555,
2675,9.9664680,
2676,9.9664804,
2677,9.9664929,
2678,9.9665054,
2679,9.9665179,
2680,9.9665303,
2681,9.9665428,
2682,9.9665552,
2683,9.9665676,
2684,9.9665800,
2685,9.9665924,
2686,9.9666048,
2687,9.9666172,
2688,9.9666296,
2689,9.9666420,
2690,9.9666543,
2691,9.9666667,
2692,9.9666790,
2693,9.9666913,
2694,9.9667037,
2695,9.9667160,
2696,9.9667283,
2697,9.9667406,
2698,9.9667529,
2699,9.9667651,
2700,9.9667774,
2701,9.9667897,
2702,9.9668019,
2703,9.9668142,
2704,9.9668264,
2705,9.9668386,
2706,9.9668508,
2707,9.9668630,
2708,9.9668752,
2709,9.9668874,
2710,9.9668996,
2711,9.9669118,
2712,9.9669239,
2713,9.9669361,
2714,9.9669482,
2715,9.9669604,
2716,9.9669725,
2717,9.9669846,
2718,9.9669967,
2719,9.9670088,
2720,9.9670209,
2721,9.9670330,
2722,9.9670450,
2723,9.9670571,
2724,9.9670692,
2725,9.9670812,
2726,9.9670932,
2727,9.9671053,
2728,9.9671173,
2729,9.9671293,
2730,9.9671413,
2731,9.9671533,
2732,9.9671653,
2733,9.9671772,
2734,9.9671892,
2735,9.9672012,
2736,9.9672131,
2737,9.9672251,
2738,9.9672370,
2739,9.9672489,
2740,9.9672608,
2741,9.9672727,
2742,9.9672846,
2743,9.9672965,
2744,9.9673084,
2745,9.9673203,
2746,9.9673321,
2747,9.9673440,
2748,9.9673558,
2749,9.9673677,
2750,9.9673795,
2751,9.9673913,
2752,9.9674031,
2753,9.9674149,
2754,9.9674267,
2755,9.9674385,
2756,9.9674503,
2757,9.9674620,
2758,9.9674738,
2759,9.9674855,
2760,9.9674973,
2761,9.9675090,
2762,9.9675208,
2763,9.9675325,
2764,9.9675442,
2765,9.9675559,
2766,9.9675676,
2767,9.9675793,
2768,9.9675909,
2769,9.9676026,
2770,9.9676142,
2771,9.9676259,
2772,9.9676375,
2773,9.9676492,
2774,9.9676608,
2775,9.9676724,
2776,9.9676840,
2777,9.9676956,
2778,9.9677072,
2779,9.9677188,
2780,9.9677304,
2781,9.9677419,
2782,9.9677535,
2783,9.9677650,
2784,9.9677766,
2785,9.9677881,
2786,9.9677996,
2787,9.9678112,
2788,9.9678227,
2789,9.9678342,
2790,9.9678457,
2791,9.9678571,
2792,9.9678686,
2793,9.9678801,
2794,9.9678915,
2795,9.9679030,
2796,9.9679144,
2797,9.9679259,
2798,9.9679373,
2799,9.9679487,
2800,9.9679601,
2801,9.9679715,
2802,9.9679829,
2803,9.9679943,
2804,9.9680057,
2805,9.9680171,
2806,9.9680284,
2807,9.9680398,
2808,9.9680511,
2809,9.9680625,
2810,9.9680738,
2811,9.9680851,
2812,9.9680964,
2813,9.9681077,
2814,9.9681190,
2815,9.9681303,
2816,9.9681416,
2817,9.9681529,
2818,9.9681641,
2819,9.9681754,
2820,9.9681866,
2821,9.9681979,
2822,9.9682091,
2823,9.9682203,
2824,9.9682316,
2825,9.9682428,
2826,9.9682540,
2827,9.9682652,
2828,9.9682763,
2829,9.9682875,
2830,9.9682987,
2831,9.9683099,
2832,9.9683210,
2833,9.9683322,
2834,9.9683433,
2835,9.9683544,
2836,9.9683656,
2837,9.9683767,
2838,9.9683878,
2839,9.9683989,
2840,9.9684100,
2841,9.9684211,
2842,9.9684321,
2843,9.9684432,
2844,9.9684543,
2845,9.9684653,
2846,9.9684764,
2847,9.9684874,
2848,9.9684984,
2849,9.9685094,
2850,9.9685205,
2851,9.9685315,
2852,9.9685425,
2853,9.9685535,
2854,9.9685644,
2855,9.9685754,
2856,9.9685864,
2857,9.9685973,
2858,9.9686083,
2859,9.9686192,
2860,9.9686302,
2861,9.9686411,
2862,9.9686520,
2863,9.9686630,
2864,9.9686739,
2865,9.9686848,
2866,9.9686957,
